IP地址,端口,TLS,数据中心,地区,城市,网络延迟,测速 MB/s
176.97.77.131,8443,true,ARN,欧洲,斯德哥尔摩,274 ms,7.41
206.238.236.224,8443,true,SJC,北美洲,圣何塞,329 ms,7.16
154.218.15.253,8443,true,SJC,北美洲,圣何塞,282 ms,6.96
206.238.236.188,8443,true,SJC,北美洲,圣何塞,200 ms,6.94
158.69.60.87,8443,true,YYZ,北美洲,多伦多,274 ms,6.87
206.238.237.111,8443,true,SJC,北美洲,圣何塞,323 ms,6.80
38.106.23.161,8443,true,HKG,亚太,香港,153 ms,6.76
206.238.237.170,8443,true,SJC,北美洲,圣何塞,790 ms,6.62
206.238.236.137,8443,true,SJC,北美洲,圣何塞,188 ms,6.57
3.66.67.78,8443,true,FRA,欧洲,法兰克福,270 ms,6.46
135.125.169.111,8443,true,FRA,欧洲,法兰克福,263 ms,6.36
51.107.9.31,8443,true,MXP,欧洲,米兰,212 ms,6.17
70.34.219.170,8443,true,ARN,欧洲,斯德哥尔摩,286 ms,6.13
45.205.0.18,8443,true,SJC,北美洲,圣何塞,350 ms,5.76
13.42.158.50,8443,true,LHR,欧洲,伦敦,282 ms,5.74
206.238.236.95,8443,true,SJC,北美洲,圣何塞,170 ms,5.74
15.223.72.108,8443,true,YUL,北美洲,蒙特利尔,256 ms,5.55
45.82.255.49,8443,true,WAW,欧洲,华沙,291 ms,5.51
91.217.139.121,8443,true,LAX,北美洲,洛杉矶,175 ms,5.48
162.19.151.16,8443,true,FRA,欧洲,法兰克福,331 ms,5.35
162.19.66.30,8443,true,LHR,欧洲,伦敦,273 ms,5.33
94.131.101.71,8443,true,EWR,北美洲,纽瓦克,244 ms,5.32
51.81.14.29,8443,true,IAD,北美洲,阿什本,252 ms,5.26
109.74.202.42,8443,true,LHR,欧洲,伦敦,252 ms,5.19
5.144.181.140,8443,true,LHR,欧洲,伦敦,251 ms,5.13
37.59.69.115,8443,true,LHR,欧洲,伦敦,265 ms,5.12
51.195.117.254,8443,true,FRA,欧洲,法兰克福,278 ms,5.05
86.38.156.216,8443,true,FRA,欧洲,法兰克福,287 ms,5.03
51.38.111.255,8443,true,FRA,欧洲,法兰克福,278 ms,4.94
193.70.0.150,8443,true,FRA,欧洲,法兰克福,255 ms,4.93
141.95.117.97,8443,true,FRA,欧洲,法兰克福,284 ms,4.88
135.125.183.59,8443,true,FRA,欧洲,法兰克福,252 ms,4.87
57.129.16.168,8443,true,FRA,欧洲,法兰克福,270 ms,4.85
46.101.221.88,8443,true,FRA,欧洲,法兰克福,288 ms,4.85
45.205.0.138,8443,true,SJC,北美洲,圣何塞,382 ms,4.82
206.238.236.173,8443,true,SJC,北美洲,圣何塞,282 ms,4.77
206.238.237.224,8443,true,SJC,北美洲,圣何塞,226 ms,4.75
188.166.201.22,8443,true,AMS,欧洲,阿姆斯特丹,284 ms,4.70
5.135.21.188,8443,true,LHR,欧洲,伦敦,259 ms,4.67
94.131.12.30,8443,true,FRA,欧洲,法兰克福,288 ms,4.65
51.83.40.171,8443,true,LHR,欧洲,伦敦,267 ms,4.56
51.89.112.101,8443,true,FRA,欧洲,法兰克福,275 ms,4.56
5.39.31.86,8443,true,LHR,欧洲,伦敦,257 ms,4.49
38.180.44.224,8443,true,TLL,欧洲,塔林,292 ms,4.44
91.217.139.121,8443,true,LAX,北美洲,洛杉矶,166 ms,4.40
51.195.85.90,8443,true,FRA,欧洲,法兰克福,286 ms,4.39
146.190.18.234,8443,true,AMS,欧洲,阿姆斯特丹,281 ms,4.38
54.37.246.204,8443,true,LHR,欧洲,伦敦,353 ms,4.35
165.22.82.35,8443,true,FRA,欧洲,法兰克福,302 ms,4.25
167.99.214.232,8443,true,AMS,欧洲,阿姆斯特丹,279 ms,4.21
135.125.225.253,8443,true,FRA,欧洲,法兰克福,274 ms,4.14
51.89.23.7,8443,true,FRA,欧洲,法兰克福,282 ms,4.08
137.74.50.186,8443,true,LHR,欧洲,伦敦,276 ms,4.07
86.104.72.70,8443,true,EWR,北美洲,纽瓦克,236 ms,4.05
5.144.181.139,8443,true,LHR,欧洲,伦敦,263 ms,4.04
46.101.203.103,8443,true,FRA,欧洲,法兰克福,289 ms,4.01
209.38.177.158,8443,true,FRA,欧洲,法兰克福,283 ms,4.01
164.92.157.131,8443,true,AMS,欧洲,阿姆斯特丹,280 ms,3.89
5.196.156.225,8443,true,LHR,欧洲,伦敦,281 ms,3.88
209.38.254.16,8443,true,FRA,欧洲,法兰克福,285 ms,3.83
158.178.206.197,8443,true,CDG,欧洲,巴黎,256 ms,3.80
142.93.228.197,8443,true,AMS,欧洲,阿姆斯特丹,272 ms,3.70
149.202.30.5,8443,true,CDG,欧洲,巴黎,266 ms,3.66
192.210.160.9,8443,true,AMS,欧洲,阿姆斯特丹,276 ms,3.66
51.195.2.57,8443,true,FRA,欧洲,法兰克福,291 ms,3.63
51.38.147.77,8443,true,WAW,欧洲,华沙,302 ms,3.55
198.23.223.178,8443,true,YYZ,北美洲,多伦多,265 ms,3.50
45.63.99.113,8443,true,LHR,欧洲,伦敦,256 ms,3.47
206.238.237.234,8443,true,SJC,北美洲,圣何塞,670 ms,3.47
51.195.85.83,8443,true,FRA,欧洲,法兰克福,280 ms,3.46
5.181.23.178,8443,true,TLL,欧洲,塔林,303 ms,3.45
206.238.236.235,8443,true,SJC,北美洲,圣何塞,407 ms,3.44
206.238.237.49,8443,true,SJC,北美洲,圣何塞,333 ms,3.43
159.89.213.4,8443,true,AMS,欧洲,阿姆斯特丹,297 ms,3.34
47.236.197.190,8443,true,SIN,亚太,新加坡,191 ms,3.32
51.83.60.82,8443,true,CDG,欧洲,巴黎,269 ms,3.29
86.38.156.43,8443,true,FRA,欧洲,法兰克福,289 ms,3.28
47.76.62.62,8443,true,HKG,亚太,香港,20 ms,3.18
206.238.236.231,8443,true,SJC,北美洲,圣何塞,314 ms,3.14
162.19.243.52,8443,true,FRA,欧洲,法兰克福,253 ms,3.13
45.82.254.34,8443,true,FRA,欧洲,法兰克福,280 ms,3.12
51.178.81.163,8443,true,FRA,欧洲,法兰克福,267 ms,3.01
5.144.181.7,8443,true,LHR,欧洲,伦敦,267 ms,2.95
37.252.5.79,8443,true,TLL,欧洲,塔林,286 ms,2.95
162.19.246.248,8443,true,FRA,欧洲,法兰克福,277 ms,2.90
137.74.150.89,8443,true,LHR,欧洲,伦敦,275 ms,2.90
5.144.181.147,8443,true,LHR,欧洲,伦敦,262 ms,2.83
37.252.7.9,8443,true,FRA,欧洲,法兰克福,253 ms,2.70
146.190.161.158,8443,true,SJC,北美洲,圣何塞,176 ms,2.64
141.147.85.167,8443,true,LHR,欧洲,伦敦,268 ms,2.61
51.75.84.90,8443,true,FRA,欧洲,法兰克福,284 ms,2.60
94.131.98.24,8443,true,ARN,欧洲,斯德哥尔摩,221 ms,2.59
141.145.205.115,8443,true,CDG,欧洲,巴黎,276 ms,2.59
18.162.134.60,8443,true,HKG,亚太,香港,155 ms,2.57
137.74.151.64,8443,true,LHR,欧洲,伦敦,266 ms,2.54
167.71.8.253,8443,true,AMS,欧洲,阿姆斯特丹,254 ms,2.51
47.74.91.29,8443,true,SYD,大洋洲,悉尼,322 ms,2.50
206.238.237.14,8443,true,SJC,北美洲,圣何塞,407 ms,2.48
162.19.148.195,8443,true,FRA,欧洲,法兰克福,286 ms,2.41
145.239.93.211,8443,true,WAW,欧洲,华沙,291 ms,2.38
154.218.15.18,8443,true,SJC,北美洲,圣何塞,503 ms,2.38
141.95.122.191,8443,true,FRA,欧洲,法兰克福,285 ms,2.36
20.218.144.41,8443,true,FRA,欧洲,法兰克福,251 ms,2.35
47.253.130.14,8443,true,IAD,北美洲,阿什本,239 ms,2.34
161.35.40.47,8443,true,LHR,欧洲,伦敦,246 ms,2.29
47.245.142.16,8443,true,FRA,欧洲,法兰克福,280 ms,2.28
206.238.236.221,8443,true,SJC,北美洲,圣何塞,261 ms,2.25
167.99.140.246,8443,true,FRA,欧洲,法兰克福,266 ms,2.24
156.238.18.139,8443,true,SJC,北美洲,圣何塞,392 ms,2.22
45.8.186.160,8443,true,HKG,亚太,香港,321 ms,2.16
167.172.190.46,8443,true,FRA,欧洲,法兰克福,286 ms,2.15
159.223.249.103,8443,true,FRA,欧洲,法兰克福,308 ms,2.15
141.95.59.104,8443,true,FRA,欧洲,法兰克福,266 ms,2.12
206.238.237.216,8443,true,SJC,北美洲,圣何塞,281 ms,2.09
8.211.2.2,8443,true,FRA,欧洲,法兰克福,270 ms,2.09
5.161.126.174,8443,true,IAD,北美洲,阿什本,245 ms,2.08
5.144.181.52,8443,true,LHR,欧洲,伦敦,256 ms,2.03
164.92.189.13,8443,true,FRA,欧洲,法兰克福,306 ms,2.02
86.104.74.197,8443,true,CDG,欧洲,巴黎,251 ms,2.01
38.180.20.59,8443,true,CPH,欧洲,哥本哈根,286 ms,2.00
176.31.34.19,8443,true,LHR,欧洲,伦敦,277 ms,1.98
45.205.0.192,8443,true,SJC,北美洲,圣何塞,352 ms,1.89
154.218.15.75,8443,true,SJC,北美洲,圣何塞,256 ms,1.79
51.89.250.121,8443,true,LHR,欧洲,伦敦,262 ms,1.75
198.244.244.170,8443,true,LHR,欧洲,伦敦,269 ms,1.74
206.238.236.73,8443,true,SJC,北美洲,圣何塞,510 ms,1.67
13.60.216.138,8443,true,ARN,欧洲,斯德哥尔摩,294 ms,1.66
5.144.181.7,8443,true,LHR,欧洲,伦敦,262 ms,1.63
207.154.240.185,8443,true,FRA,欧洲,法兰克福,282 ms,1.57
51.195.208.133,8443,true,LHR,欧洲,伦敦,252 ms,1.57
46.105.89.69,8443,true,CDG,欧洲,巴黎,269 ms,1.52
92.222.110.139,8443,true,CDG,欧洲,巴黎,260 ms,1.47
156.238.18.126,8443,true,SJC,北美洲,圣何塞,322 ms,1.44
45.76.129.222,8443,true,LHR,欧洲,伦敦,278 ms,1.44
15.156.203.151,8443,true,DFW,北美洲,达拉斯,252 ms,1.41
154.218.15.151,8443,true,SJC,北美洲,圣何塞,391 ms,1.40
45.205.0.195,8443,true,SJC,北美洲,圣何塞,413 ms,1.39
45.205.0.49,8443,true,SJC,北美洲,圣何塞,365 ms,1.38
206.238.236.110,8443,true,SJC,北美洲,圣何塞,256 ms,1.37
156.238.18.10,8443,true,SJC,北美洲,圣何塞,322 ms,1.35
3.69.233.212,8443,true,FRA,欧洲,法兰克福,274 ms,1.33
206.238.237.28,8443,true,SJC,北美洲,圣何塞,359 ms,1.30
164.90.185.37,8443,true,FRA,欧洲,法兰克福,275 ms,1.28
206.238.236.128,8443,true,SJC,北美洲,圣何塞,320 ms,1.28
45.205.0.24,8443,true,SJC,北美洲,圣何塞,346 ms,1.26
154.218.15.60,8443,true,SJC,北美洲,圣何塞,260 ms,1.23
38.180.45.222,8443,true,TLL,欧洲,塔林,306 ms,1.22
167.71.78.65,8443,true,AMS,欧洲,阿姆斯特丹,280 ms,1.22
46.101.207.148,8443,true,FRA,欧洲,法兰克福,284 ms,1.19
154.218.15.42,8443,true,SJC,北美洲,圣何塞,214 ms,1.16
154.218.15.110,8443,true,SJC,北美洲,圣何塞,170 ms,1.15
206.238.237.166,8443,true,SJC,北美洲,圣何塞,349 ms,1.12
154.218.15.40,8443,true,SJC,北美洲,圣何塞,220 ms,1.12
198.244.248.172,8443,true,LHR,欧洲,伦敦,264 ms,1.11
45.205.0.180,8443,true,SJC,北美洲,圣何塞,324 ms,1.10
154.218.15.33,8443,true,SJC,北美洲,圣何塞,335 ms,1.09
51.38.15.188,8443,true,CDG,欧洲,巴黎,378 ms,1.06
206.238.236.197,8443,true,SJC,北美洲,圣何塞,376 ms,1.06
45.205.0.61,8443,true,SJC,北美洲,圣何塞,211 ms,1.05
206.238.236.226,8443,true,SJC,北美洲,圣何塞,169 ms,1.05
5.144.181.212,8443,true,LHR,欧洲,伦敦,263 ms,1.04
147.135.161.142,8443,true,LHR,欧洲,伦敦,290 ms,0.99
38.62.228.195,8443,true,EWR,北美洲,纽瓦克,212 ms,0.97
138.68.141.220,8443,true,LHR,欧洲,伦敦,261 ms,0.97
45.205.0.222,8443,true,SJC,北美洲,圣何塞,270 ms,0.97
206.238.237.191,8443,true,SJC,北美洲,圣何塞,463 ms,0.95
162.19.146.159,8443,true,FRA,欧洲,法兰克福,285 ms,0.94
103.184.44.65,8443,true,SJC,北美洲,圣何塞,276 ms,0.93
45.205.0.189,8443,true,SJC,北美洲,圣何塞,177 ms,0.92
45.205.0.160,8443,true,SJC,北美洲,圣何塞,235 ms,0.91
45.205.0.175,8443,true,SJC,北美洲,圣何塞,199 ms,0.90
51.38.15.188,8443,true,LHR,欧洲,伦敦,279 ms,0.90
31.187.64.155,8443,true,AMS,欧洲,阿姆斯特丹,237 ms,0.90
154.218.15.165,8443,true,SJC,北美洲,圣何塞,550 ms,0.89
206.238.237.56,8443,true,SJC,北美洲,圣何塞,215 ms,0.88
45.205.0.74,8443,true,SJC,北美洲,圣何塞,413 ms,0.87
206.81.30.23,8443,true,FRA,欧洲,法兰克福,270 ms,0.86
188.166.37.4,8443,true,AMS,欧洲,阿姆斯特丹,268 ms,0.86
154.218.15.8,8443,true,SJC,北美洲,圣何塞,314 ms,0.85
206.238.237.69,8443,true,SJC,北美洲,圣何塞,241 ms,0.85
45.205.0.17,8443,true,SJC,北美洲,圣何塞,471 ms,0.85
45.144.48.34,8443,true,WAW,欧洲,华沙,283 ms,0.83
137.184.133.171,8443,true,EWR,北美洲,纽瓦克,264 ms,0.83
206.238.236.255,8443,true,SJC,北美洲,圣何塞,308 ms,0.82
156.238.18.144,8443,true,SJC,北美洲,圣何塞,394 ms,0.81
135.148.92.122,8443,true,IAD,北美洲,阿什本,259 ms,0.80
45.205.0.130,8443,true,SJC,北美洲,圣何塞,273 ms,0.80
185.221.198.159,8443,true,FRA,欧洲,法兰克福,258 ms,0.80
146.190.226.195,8443,true,AMS,欧洲,阿姆斯特丹,270 ms,0.79
89.221.224.36,8443,true,AMS,欧洲,阿姆斯特丹,249 ms,0.79
51.254.87.64,8443,true,LHR,欧洲,伦敦,263 ms,0.78
156.238.18.136,8443,true,SJC,北美洲,圣何塞,256 ms,0.78
164.90.211.172,8443,true,FRA,欧洲,法兰克福,273 ms,0.77
135.125.225.239,8443,true,FRA,欧洲,法兰克福,292 ms,0.77
206.238.236.162,8443,true,SJC,北美洲,圣何塞,302 ms,0.76
137.74.150.201,8443,true,CDG,欧洲,巴黎,276 ms,0.75
45.205.0.15,8443,true,SJC,北美洲,圣何塞,255 ms,0.75
206.238.237.84,8443,true,SJC,北美洲,圣何塞,440 ms,0.75
206.238.236.126,8443,true,SJC,北美洲,圣何塞,194 ms,0.74
178.33.69.74,8443,true,LHR,欧洲,伦敦,279 ms,0.72
51.195.208.151,8443,true,LHR,欧洲,伦敦,271 ms,0.71
54.38.15.238,8443,true,CDG,欧洲,巴黎,265 ms,0.70
37.252.5.79,8443,true,TLL,欧洲,塔林,286 ms,0.69
206.238.236.129,8443,true,SJC,北美洲,圣何塞,278 ms,0.69
167.172.182.243,8443,true,FRA,欧洲,法兰克福,267 ms,0.68
45.205.0.254,8443,true,SJC,北美洲,圣何塞,440 ms,0.68
206.238.236.234,8443,true,SJC,北美洲,圣何塞,388 ms,0.65
45.205.0.249,8443,true,SJC,北美洲,圣何塞,261 ms,0.64
45.205.0.44,8443,true,SJC,北美洲,圣何塞,201 ms,0.64
51.254.51.184,8443,true,CDG,欧洲,巴黎,254 ms,0.64
156.238.18.110,8443,true,SJC,北美洲,圣何塞,249 ms,0.64
156.238.18.12,8443,true,SJC,北美洲,圣何塞,249 ms,0.62
94.131.98.24,8443,true,ARN,欧洲,斯德哥尔摩,251 ms,0.61
13.42.158.50,8443,true,LHR,欧洲,伦敦,298 ms,0.60
45.205.0.187,8443,true,SJC,北美洲,圣何塞,324 ms,0.60
154.218.15.231,8443,true,SJC,北美洲,圣何塞,458 ms,0.60
206.238.236.31,8443,true,SJC,北美洲,圣何塞,280 ms,0.59
86.38.156.225,8443,true,FRA,欧洲,法兰克福,278 ms,0.59
206.238.236.233,8443,true,SJC,北美洲,圣何塞,379 ms,0.58
95.164.8.151,8443,true,TLL,欧洲,塔林,291 ms,0.57
93.185.166.62,8443,true,AMS,欧洲,阿姆斯特丹,258 ms,0.57
188.165.25.154,8443,true,LHR,欧洲,伦敦,268 ms,0.56
206.238.237.139,8443,true,SJC,北美洲,圣何塞,333 ms,0.56
51.195.85.206,8443,true,FRA,欧洲,法兰克福,325 ms,0.56
38.180.45.222,8443,true,TLL,欧洲,塔林,301 ms,0.55
154.21.193.39,8443,true,LAX,北美洲,洛杉矶,203 ms,0.55
46.101.212.248,8443,true,FRA,欧洲,法兰克福,299 ms,0.55
103.184.45.175,8443,true,SJC,北美洲,圣何塞,589 ms,0.54
45.8.186.160,8443,true,HKG,亚太,香港,320 ms,0.54
206.238.237.196,8443,true,SJC,北美洲,圣何塞,417 ms,0.54
154.218.15.73,8443,true,SJC,北美洲,圣何塞,399 ms,0.54
45.205.0.236,8443,true,SJC,北美洲,圣何塞,421 ms,0.54
206.238.236.215,8443,true,SJC,北美洲,圣何塞,282 ms,0.54
45.205.0.116,8443,true,SJC,北美洲,圣何塞,449 ms,0.52
206.238.236.29,8443,true,SJC,北美洲,圣何塞,678 ms,0.52
45.205.0.82,8443,true,SJC,北美洲,圣何塞,341 ms,0.52
154.218.15.186,8443,true,SJC,北美洲,圣何塞,269 ms,0.51
178.33.69.64,8443,true,CDG,欧洲,巴黎,260 ms,0.51
51.89.250.114,8443,true,LHR,欧洲,伦敦,289 ms,0.51
45.159.251.238,8443,true,MAD,欧洲,马德里,273 ms,0.51
156.238.18.146,8443,true,SJC,北美洲,圣何塞,510 ms,0.50
51.195.85.117,8443,true,FRA,欧洲,法兰克福,250 ms,0.50
198.244.248.178,8443,true,LHR,欧洲,伦敦,268 ms,0.50
206.238.237.249,8443,true,SJC,北美洲,圣何塞,431 ms,0.49
154.218.15.99,8443,true,SJC,北美洲,圣何塞,203 ms,0.49
70.34.222.240,8443,true,FRA,欧洲,法兰克福,282 ms,0.49
154.218.15.13,8443,true,SJC,北美洲,圣何塞,416 ms,0.49
47.74.90.87,8443,true,SYD,大洋洲,悉尼,335 ms,0.49
206.238.237.50,8443,true,SJC,北美洲,圣何塞,364 ms,0.49
206.238.236.92,8443,true,SJC,北美洲,圣何塞,420 ms,0.48
188.165.26.149,8443,true,LHR,欧洲,伦敦,271 ms,0.48
206.238.237.237,8443,true,SJC,北美洲,圣何塞,368 ms,0.48
38.60.206.101,8443,true,IAD,北美洲,阿什本,242 ms,0.48
206.238.236.109,8443,true,SJC,北美洲,圣何塞,417 ms,0.48
206.238.237.230,8443,true,SJC,北美洲,圣何塞,400 ms,0.48
154.218.15.50,8443,true,SJC,北美洲,圣何塞,363 ms,0.47
141.11.78.134,8443,true,HKG,亚太,香港,344 ms,0.47
54.37.45.127,8443,true,LHR,欧洲,伦敦,355 ms,0.46
51.89.124.154,8443,true,FRA,欧洲,法兰克福,298 ms,0.45
45.205.0.65,8443,true,SJC,北美洲,圣何塞,428 ms,0.44
164.132.31.55,8443,true,LHR,欧洲,伦敦,367 ms,0.43
45.205.0.224,8443,true,SJC,北美洲,圣何塞,224 ms,0.43
138.68.79.176,8443,true,FRA,欧洲,法兰克福,290 ms,0.43
141.11.78.134,8443,true,HKG,亚太,香港,318 ms,0.43
51.77.94.130,8443,true,FRA,欧洲,法兰克福,337 ms,0.43
206.238.237.239,8443,true,SJC,北美洲,圣何塞,383 ms,0.43
145.239.27.207,8443,true,WAW,欧洲,华沙,288 ms,0.43
31.220.42.149,8443,true,AMS,欧洲,阿姆斯特丹,246 ms,0.42
206.238.236.254,8443,true,SJC,北美洲,圣何塞,313 ms,0.42
206.238.236.156,8443,true,SJC,北美洲,圣何塞,247 ms,0.42
206.238.237.116,8443,true,SJC,北美洲,圣何塞,242 ms,0.42
51.89.246.100,8443,true,LHR,欧洲,伦敦,261 ms,0.42
95.164.8.214,8443,true,TLL,欧洲,塔林,295 ms,0.42
51.254.77.133,8443,true,LHR,欧洲,伦敦,277 ms,0.42
5.144.181.181,8443,true,LHR,欧洲,伦敦,267 ms,0.41
134.122.91.7,8443,true,FRA,欧洲,法兰克福,278 ms,0.41
45.205.0.202,8443,true,SJC,北美洲,圣何塞,328 ms,0.41
18.192.113.68,8443,true,FRA,欧洲,法兰克福,264 ms,0.41
51.91.174.185,8443,true,LHR,欧洲,伦敦,273 ms,0.41
142.93.99.224,8443,true,FRA,欧洲,法兰克福,268 ms,0.41
89.168.43.31,8443,true,CDG,欧洲,巴黎,265 ms,0.40
95.179.168.174,8443,true,FRA,欧洲,法兰克福,259 ms,0.40
206.238.236.88,8443,true,SJC,北美洲,圣何塞,247 ms,0.39
141.95.118.106,8443,true,FRA,欧洲,法兰克福,274 ms,0.39
176.31.83.163,8443,true,LHR,欧洲,伦敦,365 ms,0.39
45.205.0.88,8443,true,SJC,北美洲,圣何塞,753 ms,0.39
45.205.0.119,8443,true,SJC,北美洲,圣何塞,329 ms,0.38
154.218.15.225,8443,true,SJC,北美洲,圣何塞,445 ms,0.38
45.205.0.44,8443,true,SJC,北美洲,圣何塞,261 ms,0.38
51.195.237.55,8443,true,LHR,欧洲,伦敦,255 ms,0.38
5.135.235.101,8443,true,CDG,欧洲,巴黎,372 ms,0.37
165.232.78.222,8443,true,AMS,欧洲,阿姆斯特丹,298 ms,0.37
45.205.0.127,8443,true,SJC,北美洲,圣何塞,191 ms,0.37
206.238.236.118,8443,true,SJC,北美洲,圣何塞,265 ms,0.36
206.238.236.219,8443,true,SJC,北美洲,圣何塞,321 ms,0.36
38.180.56.32,8443,true,ARN,欧洲,斯德哥尔摩,285 ms,0.36
47.236.75.163,8443,true,SIN,亚太,新加坡,197 ms,0.36
206.238.237.99,8443,true,SJC,北美洲,圣何塞,779 ms,0.35
